Order No.,Date,Payment Type,Order Type,Area Type,My Amount,Discount,Delivery Charge,Container Charge,Service Charge,Additional Charge,CGST (A),SGST (A),Waived off,Total,Assign to,Biller Name,Reason,Tip,Total + Tip
34058,03-05-25,Online [Swiggy],Delivery,Swiggy,439.00,91.00,0.00,0.00,0.00,-,8.70,8.70,0.00,365.00,-,biller,,0.00,365.00
34059,03-05-25,Cash,TAKE AWAY,Parcel,748.00,0.00,0.00,0.00,0.00,-,18.70,18.70,0.00,785.00,-,biller,,0.00,785.00
34060,03-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34061,03-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34062,04-05-25,Cash,TAKE AWAY,Parcel,299.00,0.00,0.00,0.00,0.00,-,7.48,7.48,0.00,314.00,-,biller,,0.00,314.00
34063,04-05-25,Online [Swiggy],Delivery,Swiggy,399.00,91.00,0.00,0.00,0.00,-,7.70,7.70,0.00,323.00,-,biller,,0.00,323.00
34064,04-05-25,Cash,TAKE AWAY,Parcel,698.00,0.00,0.00,0.00,0.00,-,17.45,17.45,0.00,733.00,-,biller,,0.00,733.00
34065,04-05-25,Cash,Dine In (10),-,399.00,0.00,0.00,0.00,0.00,-,9.98,9.98,0.00,419.00,-,biller,,0.00,419.00
34066,04-05-25,Cash,TAKE AWAY,Parcel,289.00,0.00,0.00,0.00,0.00,-,7.23,7.23,0.00,303.00,-,biller,,0.00,303.00
34067,04-05-25,Cash,Dine In (PDR1),-,5314.00,0.00,0.00,0.00,0.00,-,132.85,132.85,0.00,5580.00,-,biller,,0.00,5580.00
34068,04-05-25,Cash,Dine In (5),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
34069,04-05-25,Cash,Dine In (9),-,409.00,0.00,0.00,0.00,0.00,-,10.23,10.23,0.00,429.00,-,biller,,0.00,429.00
34070,04-05-25,Cash,TAKE AWAY,Parcel,576.00,0.00,0.00,0.00,0.00,-,14.40,14.40,0.00,605.00,-,biller,,0.00,605.00
34071,04-05-25,Online [Swiggy],Delivery,Swiggy,268.00,90.99,0.00,0.00,0.00,-,4.43,4.43,0.00,186.00,-,biller,,0.00,186.00
34072,04-05-25,Cash,Dine In (10),-,1018.00,0.00,0.00,0.00,0.00,-,25.45,25.45,0.00,1069.00,-,biller,,0.00,1069.00
34073,04-05-25,Online [Swiggy],Delivery,Swiggy,788.00,90.99,0.00,0.00,0.00,-,17.43,17.43,0.00,732.00,-,biller,,0.00,732.00
34074,04-05-25,Cash,Dine In (2),-,568.00,0.00,0.00,0.00,0.00,-,14.20,14.20,0.00,596.00,-,biller,,0.00,596.00
34075,04-05-25,Cash,Dine In (20),-,944.00,94.40,0.00,0.00,0.00,-,21.24,21.24,0.00,892.00,-,biller,,0.00,892.00
34076,04-05-25,Cash,Dine In (23),-,1362.00,0.00,0.00,0.00,0.00,-,34.05,34.05,0.00,1430.00,-,biller,,0.00,1430.00
34077,04-05-25,Online [Swiggy],Delivery,Swiggy,399.00,91.00,0.00,0.00,0.00,-,7.70,7.70,0.00,323.00,-,biller,,0.00,323.00
34078,04-05-25,Cash,Dine In (PDR1),-,11007.00,0.00,0.00,0.00,0.00,-,275.18,275.18,0.00,11557.00,-,biller,,0.00,11557.00
34079,04-05-25,Cash,Dine In (9),-,718.00,71.80,0.00,0.00,0.00,-,16.16,16.16,0.00,679.00,-,biller,,0.00,679.00
34080,05-05-25,Cash,Dine In (2),-,808.00,0.00,0.00,0.00,0.00,-,20.20,20.20,0.00,848.00,-,biller,,0.00,848.00
34081,05-05-25,Cash,Dine In (5),-,508.00,0.00,0.00,0.00,0.00,-,12.70,12.70,0.00,533.00,-,biller,,0.00,533.00
34082,05-05-25,Cash,Dine In (9),-,579.00,0.00,0.00,0.00,0.00,-,14.48,14.48,0.00,608.00,-,biller,,0.00,608.00
34083,05-05-25,Cash,Dine In (9),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34084,05-05-25,Cash,Dine In (8),-,627.00,0.00,0.00,0.00,0.00,-,15.68,15.68,0.00,658.00,-,biller,,0.00,658.00
34085,05-05-25,Cash,Dine In (19),-,548.00,0.00,0.00,0.00,0.00,-,13.70,13.70,0.00,575.00,-,biller,,0.00,575.00
34086,05-05-25,Cash,Dine In (21),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
34087,05-05-25,Cash,Dine In (23),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
34088,05-05-25,Cash,TAKE AWAY,Parcel,439.00,0.00,0.00,0.00,0.00,-,10.98,10.98,0.00,461.00,-,biller,,0.00,461.00
34089,05-05-25,Online [Swiggy],Delivery,Swiggy,449.00,87.50,0.00,0.00,0.00,-,9.04,9.04,0.00,380.00,-,biller,,0.00,380.00
34090,05-05-25,Cash,TAKE AWAY,Parcel,558.00,0.00,0.00,0.00,0.00,-,13.95,13.95,0.00,586.00,-,biller,,0.00,586.00
34091,05-05-25,Cash,Dine In (20),-,1627.00,162.70,0.00,0.00,0.00,-,36.61,36.61,0.00,1538.00,-,biller,,0.00,1538.00
34092,05-05-25,Cash,Dine In (24),-,1613.00,0.00,0.00,0.00,0.00,-,40.33,40.33,0.00,1694.00,-,biller,,0.00,1694.00
34093,05-05-25,Cash,Dine In (23),-,825.00,82.50,0.00,0.00,0.00,-,18.56,18.56,0.00,780.00,-,biller,,0.00,780.00
34094,05-05-25,Cash,Dine In (9),-,1390.00,0.00,0.00,0.00,0.00,-,34.75,34.75,0.00,1460.00,-,biller,,0.00,1460.00
34095,05-05-25,Cash,Dine In (5),-,768.00,0.00,0.00,0.00,0.00,-,19.20,19.20,0.00,806.00,-,biller,,0.00,806.00
34096,05-05-25,Cash,Dine In (21),-,985.00,0.00,0.00,0.00,0.00,-,24.63,24.63,0.00,1034.00,-,biller,,0.00,1034.00
34097,05-05-25,Cash,Dine In (20),-,498.00,0.00,0.00,0.00,0.00,-,12.45,12.45,0.00,523.00,-,biller,,0.00,523.00
34098,06-05-25,Online [Swiggy],Delivery,Swiggy,449.00,87.50,0.00,0.00,0.00,-,9.04,9.04,0.00,380.00,-,biller,,0.00,380.00
34099,06-05-25,Cash,TAKE AWAY,Parcel,449.00,0.00,0.00,0.00,0.00,-,11.23,11.23,0.00,471.00,-,biller,,0.00,471.00
34100,06-05-25,Cash,Dine In (5),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34101,06-05-25,Cash,TAKE AWAY,Parcel,558.00,0.00,0.00,0.00,0.00,-,13.95,13.95,0.00,586.00,-,biller,,0.00,586.00
34102,06-05-25,Online [Swiggy],Delivery,Swiggy,648.00,122.49,0.00,0.00,0.00,-,13.14,13.14,0.00,552.00,-,biller,,0.00,552.00
34103,06-05-25,Online [Swiggy],Delivery,Swiggy,279.00,0.00,0.00,0.00,0.00,-,6.98,6.98,0.00,293.00,-,biller,,0.00,293.00
34104,06-05-25,Cash,Dine In (9),-,729.00,0.00,0.00,0.00,0.00,-,18.23,18.23,0.00,765.00,-,biller,,0.00,765.00
34105,06-05-25,Cash,Dine In (2),-,478.00,0.00,0.00,0.00,0.00,-,11.95,11.95,0.00,502.00,-,biller,,0.00,502.00
34106,06-05-25,Cash,Dine In (9),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
34107,06-05-25,Cash,Dine In (20),-,1636.00,0.00,0.00,0.00,0.00,-,40.90,40.90,0.00,1718.00,-,biller,,0.00,1718.00
34108,06-05-25,Cash,Dine In (9),-,1024.00,0.00,0.00,0.00,0.00,-,25.60,25.60,0.00,1075.00,-,biller,,0.00,1075.00
34109,06-05-25,Cash,Dine In (21),-,519.00,0.00,0.00,0.00,0.00,-,12.98,12.98,0.00,545.00,-,biller,,0.00,545.00
34110,06-05-25,Cash,Dine In (20),-,808.00,0.00,0.00,0.00,0.00,-,20.20,20.20,0.00,848.00,-,biller,,0.00,848.00
34111,06-05-25,Cash,Dine In (23),-,279.00,0.00,0.00,0.00,0.00,-,6.98,6.98,0.00,293.00,-,biller,,0.00,293.00
34112,06-05-25,Cash,Dine In (19),-,1251.00,0.00,0.00,0.00,0.00,-,31.28,31.28,0.00,1314.00,-,biller,,0.00,1314.00
34113,06-05-25,Online [Swiggy],Delivery,Swiggy,649.00,122.50,0.00,0.00,0.00,-,13.16,13.16,0.00,553.00,-,biller,,0.00,553.00
34114,06-05-25,Cash,TAKE AWAY,Parcel,937.00,0.00,0.00,0.00,0.00,-,23.43,23.43,0.00,984.00,-,biller,,0.00,984.00
34115,06-05-25,Cash,Dine In (22),-,519.00,0.00,0.00,0.00,0.00,-,12.98,12.98,0.00,545.00,-,biller,,0.00,545.00
34116,06-05-25,Online [Swiggy],Delivery,Swiggy,524.00,0.00,0.00,0.00,0.00,-,13.10,13.10,0.00,550.00,-,biller,,0.00,550.00
34117,07-05-25,Cash,TAKE AWAY,Parcel,639.00,0.00,0.00,0.00,0.00,-,15.98,15.98,0.00,671.00,-,biller,,0.00,671.00
34118,07-05-25,Cash,Dine In (9),-,289.00,0.00,0.00,0.00,0.00,-,7.23,7.23,0.00,303.00,-,biller,,0.00,303.00
34119,07-05-25,Cash,Dine In (5),-,318.00,0.00,0.00,0.00,0.00,-,7.95,7.95,0.00,334.00,-,biller,,0.00,334.00
34120,07-05-25,Cash,Dine In (20),-,2027.00,0.00,0.00,0.00,0.00,-,50.68,50.68,0.00,2128.00,-,biller,,0.00,2128.00
34121,07-05-25,Cash,Dine In (4),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34122,07-05-25,Cash,Dine In (9),-,519.00,0.00,0.00,0.00,0.00,-,12.98,12.98,0.00,545.00,-,biller,,0.00,545.00
34123,07-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34124,07-05-25,Online [Zomato],Delivery,Zomato,558.00,279.00,0.00,10.00,0.00,-,6.98,6.98,0.00,-303.00,-,biller,Order rejected due to 'Customer cancellation due to delay',0.00,303.00
34125,07-05-25,Online [Swiggy],Delivery,Swiggy,1447.00,405.16,0.00,0.00,0.00,-,26.05,26.05,0.00,1094.00,-,biller,,0.00,1094.00
34126,07-05-25,Cash,Dine In (24),-,2315.00,0.00,0.00,0.00,0.00,-,57.88,57.88,0.00,2431.00,-,biller,,0.00,2431.00
34127,07-05-25,Online [Swiggy],Delivery,Swiggy,399.00,91.00,0.00,0.00,0.00,-,7.70,7.70,0.00,323.00,-,biller,,0.00,323.00
34128,07-05-25,Cash,Dine In (25),-,705.00,0.00,0.00,0.00,0.00,-,17.63,17.63,0.00,740.00,-,biller,,0.00,740.00
34129,07-05-25,Cash,Dine In (20),-,878.00,0.00,0.00,0.00,0.00,-,21.95,21.95,0.00,922.00,-,biller,,0.00,922.00
34130,07-05-25,Cash,Dine In (23),-,1146.00,0.00,0.00,0.00,0.00,-,28.65,28.65,0.00,1203.00,-,biller,,0.00,1203.00
34131,07-05-25,Online [Swiggy],Delivery,Swiggy,198.00,91.00,0.00,0.00,0.00,-,2.68,2.68,0.00,112.00,-,biller,,0.00,112.00
34132,07-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34133,07-05-25,Cash,Dine In (22),-,528.00,0.00,0.00,0.00,0.00,-,13.20,13.20,0.00,554.00,-,biller,,0.00,554.00
34134,07-05-25,Cash,Dine In (21),-,1848.00,0.00,0.00,0.00,0.00,-,46.20,46.20,0.00,1940.00,-,biller,,0.00,1940.00
34135,07-05-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
34136,08-05-25,Online [Swiggy],Delivery,Swiggy,489.00,87.50,0.00,0.00,0.00,-,10.04,10.04,0.00,422.00,-,biller,,0.00,422.00
34137,08-05-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
34138,08-05-25,Online [Swiggy],Delivery,Swiggy,349.00,87.50,0.00,0.00,0.00,-,6.54,6.54,0.00,275.00,-,biller,,0.00,275.00
34139,08-05-25,Cash,Dine In (23),-,219.00,0.00,0.00,0.00,0.00,-,5.48,5.48,0.00,230.00,-,biller,,0.00,230.00
34140,08-05-25,Online [Swiggy],Delivery,Swiggy,200.00,91.00,0.00,0.00,0.00,-,2.73,2.73,0.00,114.00,-,biller,,0.00,114.00
34141,08-05-25,Cash,Dine In (9),-,418.00,0.00,0.00,0.00,0.00,-,10.45,10.45,0.00,439.00,-,biller,,0.00,439.00
34142,08-05-25,Cash,Dine In (2),-,289.00,0.00,0.00,0.00,0.00,-,7.23,7.23,0.00,303.00,-,biller,,0.00,303.00
34143,08-05-25,Cash,Dine In (3),-,768.00,0.00,0.00,0.00,0.00,-,19.20,19.20,0.00,806.00,-,biller,,0.00,806.00
34144,08-05-25,Online [Swiggy],Delivery,Swiggy,399.00,91.00,0.00,0.00,0.00,-,7.70,7.70,0.00,323.00,-,biller,,0.00,323.00
34145,08-05-25,Cash,Dine In (24),-,1224.00,0.00,0.00,0.00,0.00,-,30.60,30.60,0.00,1285.00,-,biller,,0.00,1285.00
34146,08-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34147,08-05-25,Cash,Dine In (23),-,1058.00,0.00,0.00,0.00,0.00,-,26.45,26.45,0.00,1111.00,-,biller,,0.00,1111.00
34148,08-05-25,Cash,TAKE AWAY,Parcel,558.00,55.80,0.00,0.00,0.00,-,12.56,12.56,0.00,527.00,-,biller,,0.00,527.00
34149,08-05-25,Cash,Dine In (25),-,249.00,0.00,0.00,0.00,0.00,-,6.23,6.23,0.00,261.00,-,biller,,0.00,261.00
34150,09-05-25,Cash,Dine In (9),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34151,09-05-25,Online [Swiggy],Delivery,Swiggy,279.00,140.00,0.00,0.00,0.00,-,3.48,3.48,0.00,146.00,-,biller,,0.00,146.00
34152,09-05-25,Cash,TAKE AWAY,Parcel,997.00,0.00,0.00,0.00,0.00,-,24.93,24.93,0.00,1047.00,-,biller,,0.00,1047.00
34153,09-05-25,Cash,Dine In (4),-,548.00,0.00,0.00,0.00,0.00,-,13.70,13.70,0.00,575.00,-,biller,,0.00,575.00
34154,09-05-25,Cash,Dine In (2),-,418.00,0.00,0.00,0.00,0.00,-,10.45,10.45,0.00,439.00,-,biller,,0.00,439.00
34155,09-05-25,Cash,Dine In (5),-,339.00,33.90,0.00,0.00,0.00,-,7.63,7.63,0.00,320.00,-,biller,,0.00,320.00
34156,09-05-25,Cash,Dine In (3),-,967.00,0.00,0.00,0.00,0.00,-,24.18,24.18,0.00,1015.00,-,biller,,0.00,1015.00
34157,09-05-25,Cash,Dine In (20),-,498.00,0.00,0.00,0.00,0.00,-,12.45,12.45,0.00,523.00,-,biller,,0.00,523.00
34158,09-05-25,Cash,Dine In (23),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34159,09-05-25,Cash,Dine In (24),-,1177.00,0.00,0.00,0.00,0.00,-,29.43,29.43,0.00,1236.00,-,biller,,0.00,1236.00
34160,09-05-25,Cash,Dine In (21),-,943.00,94.30,0.00,0.00,0.00,-,21.22,21.22,0.00,891.00,-,biller,,0.00,891.00
34161,09-05-25,Online [Swiggy],Delivery,Swiggy,438.00,90.99,0.00,0.00,0.00,-,8.68,8.68,0.00,364.00,-,biller,,0.00,364.00
34162,09-05-25,Online [Swiggy],Delivery,Swiggy,349.00,75.00,0.00,0.00,0.00,-,6.85,6.85,0.00,288.00,-,biller,,0.00,288.00
34163,09-05-25,Online [Swiggy],Delivery,Swiggy,429.00,91.00,0.00,0.00,0.00,-,8.45,8.45,0.00,355.00,-,biller,,0.00,355.00
34164,09-05-25,Cash,TAKE AWAY,Parcel,639.00,0.00,0.00,0.00,0.00,-,15.98,15.98,0.00,671.00,-,biller,,0.00,671.00
34165,09-05-25,Cash,Dine In (23),-,1484.00,74.20,0.00,0.00,0.00,-,35.24,35.24,0.00,1480.00,-,biller,,0.00,1480.00
34166,09-05-25,Online [Swiggy],Delivery,Swiggy,529.00,104.99,0.00,0.00,0.00,-,10.60,10.60,0.00,445.00,-,biller,,0.00,445.00
34167,09-05-25,Cash,TAKE AWAY,Parcel,1376.00,0.00,0.00,0.00,0.00,-,34.40,34.40,0.00,1445.00,-,biller,,0.00,1445.00
34168,09-05-25,Cash,TAKE AWAY,Parcel,289.00,0.00,0.00,0.00,0.00,-,7.23,7.23,0.00,303.00,-,biller,,0.00,303.00
34169,09-05-25,Cash,Dine In (20),-,1372.00,0.00,0.00,0.00,0.00,-,34.30,34.30,0.00,1441.00,-,biller,,0.00,1441.00
34170,09-05-25,Cash,Dine In (22),-,998.00,0.00,0.00,0.00,0.00,-,24.95,24.95,0.00,1048.00,-,biller,,0.00,1048.00
34171,09-05-25,Cash,Dine In (20),-,3687.00,0.00,0.00,0.00,0.00,-,92.18,92.18,0.00,3871.00,-,biller,,0.00,3871.00
34172,09-05-25,Online [Swiggy],Delivery,Swiggy,199.00,55.72,0.00,0.00,0.00,-,3.58,3.58,0.00,150.00,-,biller,,0.00,150.00
34173,10-05-25,Cash,TAKE AWAY,Parcel,908.00,0.00,0.00,0.00,0.00,-,22.70,22.70,0.00,953.00,-,biller,,0.00,953.00
34174,10-05-25,Cash,Dine In (2),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
34175,10-05-25,Cash,Dine In (1),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
34176,10-05-25,Online [Swiggy],Delivery,Swiggy,778.00,279.96,0.00,0.00,0.00,-,12.45,12.45,0.00,523.00,-,biller,,0.00,523.00
34177,10-05-25,Cash,TAKE AWAY,Parcel,588.00,0.00,0.00,0.00,0.00,-,14.70,14.70,0.00,617.00,-,biller,,0.00,617.00
34178,10-05-25,Online [Swiggy],Delivery,Swiggy,777.00,279.84,0.00,0.00,0.00,-,12.43,12.43,0.00,522.00,-,biller,,0.00,522.00
34179,10-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34180,10-05-25,Online [Swiggy],Delivery,Swiggy,923.00,368.74,0.00,0.00,0.00,-,13.86,13.86,0.00,582.00,-,biller,,0.00,582.00
34181,10-05-25,Cash,Dine In (23),-,1196.00,0.00,0.00,0.00,0.00,-,29.90,29.90,0.00,1256.00,-,biller,,0.00,1256.00
34182,10-05-25,Cash,Dine In (19),-,538.00,0.00,0.00,0.00,0.00,-,13.45,13.45,0.00,565.00,-,biller,,0.00,565.00
34183,10-05-25,Cash,TAKE AWAY,Parcel,259.00,0.00,0.00,0.00,0.00,-,6.48,6.48,0.00,272.00,-,biller,,0.00,272.00
34184,10-05-25,Cash,Dine In (19),-,1103.00,0.00,0.00,0.00,0.00,-,27.58,27.58,0.00,1158.00,-,biller,,0.00,1158.00
34185,10-05-25,Cash,Dine In (9),-,359.00,0.00,0.00,0.00,0.00,-,8.98,8.98,0.00,377.00,-,biller,,0.00,377.00
34186,10-05-25,Cash,Dine In (20),-,2294.00,0.00,0.00,0.00,0.00,-,57.35,57.35,0.00,2409.00,-,biller,,0.00,2409.00
34187,11-05-25,Online [Swiggy],Delivery,Swiggy,2064.00,0.00,0.00,0.00,0.00,-,51.60,51.60,0.00,2167.00,-,biller,,0.00,2167.00
34188,11-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34189,11-05-25,Cash,TAKE AWAY,Parcel,639.00,0.00,0.00,0.00,0.00,-,15.98,15.98,0.00,671.00,-,biller,,0.00,671.00
34190,11-05-25,Cash,Dine In (5),-,528.00,0.00,0.00,0.00,0.00,-,13.20,13.20,0.00,554.00,-,biller,,0.00,554.00
34191,11-05-25,Cash,Dine In (2),-,846.00,0.00,0.00,0.00,0.00,-,21.15,21.15,0.00,888.00,-,biller,,0.00,888.00
34192,11-05-25,Cash,Dine In (9),-,947.00,0.00,0.00,0.00,0.00,-,23.68,23.68,0.00,994.00,-,biller,,0.00,994.00
34193,11-05-25,Online [Swiggy],Delivery,Swiggy,599.00,122.49,0.00,0.00,0.00,-,11.91,11.91,0.00,500.00,-,biller,,0.00,500.00
34194,11-05-25,Cash,TAKE AWAY,Parcel,469.00,0.00,0.00,0.00,0.00,-,11.73,11.73,0.00,492.00,-,biller,,0.00,492.00
34195,11-05-25,Cash,Dine In (19),-,1515.00,151.50,0.00,0.00,0.00,-,34.09,34.09,0.00,1432.00,-,biller,,0.00,1432.00
34196,12-05-25,Cash,Dine In (2),-,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
34197,12-05-25,Cash,Dine In (5),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
34198,12-05-25,Cash,TAKE AWAY,Parcel,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34199,12-05-25,Cash,Dine In (9),-,955.00,0.00,0.00,0.00,0.00,-,23.88,23.88,0.00,1003.00,-,biller,,0.00,1003.00
34200,12-05-25,Cash,Dine In (3),-,239.00,0.00,0.00,0.00,0.00,-,5.98,5.98,0.00,251.00,-,biller,,0.00,251.00
34201,12-05-25,Cash,Dine In (20),-,526.00,0.00,0.00,0.00,0.00,-,13.15,13.15,0.00,552.00,-,biller,,0.00,552.00
34202,13-05-25,Cash,Dine In (3),-,469.00,0.00,0.00,0.00,0.00,-,11.73,11.73,0.00,492.00,-,biller,,0.00,492.00
34203,13-05-25,Cash,Dine In (9),-,628.00,0.00,0.00,0.00,0.00,-,15.70,15.70,0.00,659.00,-,biller,,0.00,659.00
34204,13-05-25,Cash,Dine In (9),-,1376.00,0.00,0.00,0.00,0.00,-,34.40,34.40,0.00,1445.00,-,biller,,0.00,1445.00
34205,13-05-25,Cash,Dine In (3),-,708.00,0.00,0.00,0.00,0.00,-,17.70,17.70,0.00,743.00,-,biller,,0.00,743.00
34206,13-05-25,Online [Swiggy],Delivery,Swiggy,319.00,91.00,0.00,0.00,0.00,-,5.70,5.70,0.00,239.00,-,biller,,0.00,239.00
34207,14-05-25,Cash,Dine In (9),-,369.00,0.00,0.00,0.00,0.00,-,9.23,9.23,0.00,387.00,-,biller,,0.00,387.00
34208,14-05-25,Cash,Dine In (5),-,418.00,0.00,0.00,0.00,0.00,-,10.45,10.45,0.00,439.00,-,biller,,0.00,439.00
34209,14-05-25,Cash,Dine In (9),-,429.00,0.00,0.00,0.00,0.00,-,10.73,10.73,0.00,450.00,-,biller,,0.00,450.00
34210,14-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34211,14-05-25,Cash,Dine In (9),-,339.00,0.00,0.00,0.00,0.00,-,8.48,8.48,0.00,356.00,-,biller,,0.00,356.00
34212,14-05-25,Cash,Dine In (9),-,669.00,0.00,0.00,0.00,0.00,-,16.73,16.73,0.00,702.00,-,biller,,0.00,702.00
34213,14-05-25,Cash,Dine In (21),-,838.00,0.00,0.00,0.00,0.00,-,20.95,20.95,0.00,880.00,-,biller,,0.00,880.00
34214,14-05-25,Cash,Dine In (10),-,639.00,0.00,0.00,0.00,0.00,-,15.98,15.98,0.00,671.00,-,biller,,0.00,671.00
34215,14-05-25,Cash,Dine In (19),-,938.00,0.00,0.00,0.00,0.00,-,23.45,23.45,0.00,985.00,-,biller,,0.00,985.00
34216,14-05-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
34217,14-05-25,Cash,Dine In (20),-,1117.00,0.00,0.00,0.00,0.00,-,27.93,27.93,0.00,1173.00,-,biller,,0.00,1173.00
34218,14-05-25,Cash,Dine In (23),-,219.00,0.00,0.00,0.00,0.00,-,5.48,5.48,0.00,230.00,-,biller,,0.00,230.00
34219,14-05-25,Online [Swiggy],Delivery,Swiggy,599.00,228.75,0.00,0.00,0.00,-,9.26,9.26,0.00,389.00,-,biller,,0.00,389.00
34220,14-05-25,Cash,Dine In (21),-,527.00,0.00,0.00,0.00,0.00,-,13.18,13.18,0.00,553.00,-,biller,,0.00,553.00
34221,14-05-25,Online [Swiggy],Delivery,Swiggy,279.00,91.00,0.00,0.00,0.00,-,4.70,4.70,0.00,197.00,-,biller,,0.00,197.00
34222,15-05-25,Online [Zomato],Delivery,Zomato,449.00,75.00,0.00,10.00,0.00,-,9.35,9.35,0.00,403.00,-,biller,,0.00,403.00
34223,15-05-25,Cash,Dine In (9),-,339.00,0.00,0.00,0.00,0.00,-,8.48,8.48,0.00,356.00,-,biller,,0.00,356.00
34224,15-05-25,Cash,Dine In (20),-,1318.00,0.00,0.00,0.00,0.00,-,32.95,32.95,0.00,1384.00,-,biller,,0.00,1384.00
34225,15-05-25,Online [Swiggy],Delivery,Swiggy,829.00,228.76,0.00,0.00,0.00,-,15.01,15.01,0.00,630.00,-,biller,,0.00,630.00
34226,15-05-25,Cash,Dine In (2),-,698.00,0.00,0.00,0.00,0.00,-,17.45,17.45,0.00,733.00,-,biller,,0.00,733.00
34227,15-05-25,Cash,Dine In (6),-,369.00,0.00,0.00,0.00,0.00,-,9.23,9.23,0.00,387.00,-,biller,,0.00,387.00
34228,15-05-25,Cash,Dine In (23),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
34229,15-05-25,Cash,Dine In (23),-,1885.00,0.00,0.00,0.00,0.00,-,47.13,47.13,0.00,1979.00,-,biller,,0.00,1979.00
34230,15-05-25,Cash,Dine In (5),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
34231,15-05-25,Cash,Dine In (19),-,419.00,0.00,0.00,0.00,0.00,-,10.48,10.48,0.00,440.00,-,biller,,0.00,440.00
34232,15-05-25,Cash,Dine In (23),-,698.00,0.00,0.00,0.00,0.00,-,17.45,17.45,0.00,733.00,-,biller,,0.00,733.00
34233,15-05-25,Cash,Dine In (5),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
34234,15-05-25,Cash,Dine In (20),-,578.00,0.00,0.00,0.00,0.00,-,14.45,14.45,0.00,607.00,-,biller,,0.00,607.00
34235,16-05-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
34236,16-05-25,Cash,Dine In (20),-,1450.00,0.00,0.00,0.00,0.00,-,36.25,36.25,0.00,1523.00,-,biller,,0.00,1523.00
34237,16-05-25,Cash,Dine In (19),-,1095.00,0.00,0.00,0.00,0.00,-,27.38,27.38,0.00,1150.00,-,biller,,0.00,1150.00
